word,class,sentence,word_mean
three,number,"One, two, three, four, five.",the number 3
through,preposition,I know what you're going through.,from one end or side of something to the other
Thursday,noun,"Monday, Tuesday, Thursday, Wednesday, Friday, Sunday, Saturday.",the day of the week after Wednesday and before Friday
ticket,noun,"May I have your ticket, please?","a small piece of paper or card given to someone, usually to show that they have paid for an event , journey , or activity"
tired,adjective,You must be very tired.,in need of rest or sleep
title,noun,The 16 before you passed you land and title because they didn't charge in.,"the name of a film , book , painting , piece of music , etc"
to,infinitive marker,What are you going to do?,used before a verb to show that it is in the infinitive | any of the five separate parts at the end of the foot
today,adverb,How are you feeling today?,(on) the present day
together,adverb,We're in this together.,with each other
toilet,noun,I have to go to the toilet.,"a room or small building in a public place in which there are several toilets: | a bowl-shaped device with a seat that you sit on or stand near when emptying the body of urine or solid waste , or another device used for this purpose"
tomorrow,adverb,We'll talk about it tomorrow.,on the day after today
tonight,adverb,What are you doing tonight?,(during) the night of the present day
too,adverb,It's too late for that.,more than is needed or wanted ; more than is suitable or enough
tooth,noun,"An eye for an eye, a tooth for a tooth.","one of the hard, white objects in the mouth that are used for biting and chewing (= crushing food )"
town,noun,From the town of Bedrock,"a place where people live and work , containing many houses , shops , places of work , places of entertainment , etc., and usually larger than a village but smaller than a city"
traffic,noun,"The traffic in drugs will be permitted, but controlled.","the number of vehicles moving along roads , or the amount of aircraft , trains , or ships moving along a route"
train,noun,The train is about to leave.,a railway engine connected to carriages for carrying people or to wheeled containers for carrying goods
travel,noun,You can't travel in space.,"journeys : | to make a journey , usually over a long distance"
tree,noun,Watch out for that tree,"a tall plant that has a wooden trunk and branches that grow from its upper part ""../../levels"""
trip,noun,Did you have a good trip?,"a journey in which you go somewhere , usually for a short time , and come back again"
trousers,noun,You'd better get into some trousers too.,"a piece of clothing that covers the lower part of the body from the waist to the feet , consisting of two cylinder-shaped parts , one for each leg , that are joined at the top"
true,adjective,You know that's not true.,( especially of facts or statements ) right and not wrong ; correct
Tuesday,noun,"Monday, Tuesday, Thursday, Wednesday, Friday, Sunday, Saturday.",the day of the week after Monday and before Wednesday
turn,noun,One good turn deserves another.,to ( cause to) move in a circle around a fixed point or line
TV,noun,"Babylon 5 is produced by Babylonian Productions, Inc and distributed by Warner Bros. Domestic TV Distribution.",abbreviation for television
twelve,number,"Six-to-twelve, armed burglary.",the number 12
twenty,number,Twenty-five percent of your take-home kicks back to me.,the number 20
twice,adverb,You don't have to tell me twice.,two times
two,number,Just the two of us.,the number 2
type,noun,You're not my type.,a particular group of people or things that share similar characteristics and form a smaller division of a larger set
us,pronoun,Just the two of us.,used as the object of a verb or a preposition to refer to a group that includes the speaker and at least one other person
uncle,noun,"Well, your Uncle Marsellus is.","the brother of someone's mother or father , or the husband of someone's aunt or uncle"
under,adverb,You're all under arrest.,"in or to a position below or lower than something else , often so that one thing covers the other"
understand,verb,Do you understand what I'm saying?,to know the meaning of something that someone says
university,noun,But the purpose of university is to find a suitable husband.,a place where people study for an undergraduate (= first) or postgraduate (= higher level ) degree
until,conjunction,"Until next time, try to enjoy the daylight.",up to (the time that)
up,adverb,What are you up to?,"towards a higher position ; towards a higher value , number , or level"
useful,adjective,The dead can be very useful sometimes.,effective ; helping you to do or achieve something
usually,adverb,What's an item like this usually go for?,in the way that most often happens
vacation,noun,"Mike, it's our first vacation!","a time when someone does not go to work or school but is free to do what they want , such as travel or relax"
video,noun,"Fascinating device, this video unit.","a recording of moving pictures and sound , especially as a digital file , DVD , etc"
village,noun,What's the name of that goddamn village?,"a group of houses and other buildings that is smaller than a town , usually in the countryside"
visit,noun,"If I hear so much as a mouse fart in here tonight I swear by God and Jesus, you will all visit the infirmary.","to go to a place in order to look at it, or to a person in order to spend time with them"
waiter,noun,I don't think Buddy Holly's much of a waiter.,a man whose job is to bring the food to customers at their tables in a restaurant
wake,verb,Why didn't you wake me up?,to ( cause someone to) become awake and conscious after sleeping
walk,noun,"Yea, though I walk through the valley of the shadow of death,","to move along by putting one foot in front of the other, allowing each foot to touch the ground before lifting the next"
wall,noun,The same reason he hung his fantasy girlies on the wall.,"a vertical structure , often made of stone or brick , that divides or surrounds something"
want,verb,What do you want me to do?,"to wish for a particular thing or plan of action . ""Want"" is not used in polite requests : | needs"
warm,adjective,A warm place with no memory.,"having or producing a comfortably high temperature , although not hot"
watch,noun,Watch where you're going!,"to look at something for a period of time , especially something that is changing or moving"
water,noun,I'll get you some water.,"the area of sea near to and belonging to a particular country : | a clear liquid , without colour or taste , that falls from the sky as rain and is necessary for animal and plant life"
we,pronoun,What are we gonna do?,used as the subject of a verb to refer to a group including the speaker and at least one other person
wear,verb,Wear it in good health.,"to have clothing , jewellery , etc. on your body"
weather,noun,Nice weather we're having.,"the conditions in the air above the earth such as wind , rain , or temperature , especially at a particular time over a particular area"
Wednesday,noun,"Monday, Tuesday, Thursday, Wednesday, Friday, Sunday, Saturday.",the day of the week after Tuesday and before Thursday
week,noun,Lucille Ball and Desi Arnaz will be back next week at this same time.,"a period of seven days , especially either from Monday to Sunday or from Sunday to Saturday"
weekend,noun,This weekend we'll go out.,"Saturday and Sunday , or Friday evening until Sunday night ; the part of the week in which many people living in the West do not go to work"
well,exclamation,"Well, what do you think?","in a good way, to a high or satisfactory standard"
west,adjective,We have to find a spot on the West Side.,"the direction in which the sun goes down in the evening , opposite to the east , or the part of an area or country that is in this direction"
what,determiner,What are you talking about?,used to ask for information about people or things
when,conjunction,When did you get back?,at what time ; at the time at which
where,adverb,Where do you think you're going?,"to, at, or in what place"
which,determiner,Which way did he go?,(used in questions and structures in which there is a fixed or limited set of answers or possibilities ) what one or ones
white,adjective,The white zone is for immediate loading and unloading of passengers only.,"of a colour like that of snow , milk , or bone"
who,pronoun,Who the hell are you?,"used especially in questions as the subject or object of a verb , when asking which person or people , or when asking what someone's name is"
why,adverb,Why do you say that?,for what reason
wife,noun,I now pronounce you man and wife.,the woman that you are married to
win,verb,May the best man win.,"to achieve first position and/or get a prize in a competition , election , fight , etc"
window,noun,What light through yonder window breaks?,"a space usually filled with glass in the wall of a building or in a vehicle , to allow light and air in and to allow people inside the building to see out: | a brand name for a software system produced by Microsoft with many commonly used software products"
wine,noun,Would you like some wine?,"an alcoholic drink that is usually made from grapes , but can also be made from other fruits or flowers . It is made by fermenting the fruit with water and sugar"
winter,noun,He's been sick all winter.,"the season between autumn and spring , lasting from November to March north of the equator and from May to September south of the equator , when the weather is coldest"
with,preposition,What's the matter with you?,used to say that people or things are in a place together or are doing something together
without,preposition,What would I do without you?,"not having or doing something, or lacking something"
woman,noun,You'll be a woman soon,an adult female human being
wonderful,adjective,"Oh, that would be wonderful.",extremely good
word,noun,Take my word for it.,"a single unit of language that has meaning and can be spoken or written: | discussion , rather than action"
work,noun,I've got work to do.,"an activity , such as a job , that a person uses physical or mental effort to do, usually for money : | everything that you might want or expect to find in a particular situation"
worker,noun,Every worker has signed it.,"someone who works in a particular job or in a particular way: | members of the working class (= a social group that consists of people who own little or no property and who have to work , usually doing physical work , to get money )"
world,noun,It's not the end of the world.,"the earth and all the people , places , and things on it: | a very large degree"
would,modal verb,Would you like some coffee?,used to refer to future time from the point of view of the past
write,verb,You can write that off.,"to make marks that represent letters , words, or numbers on a surface , such as paper or a computer screen , using a pen , pencil , or keyboard , or to use this method to record thoughts , facts , or messages"
writer,noun,Shall we summon the writer?,a person who writes books or articles to be published
writing,noun,Why is a raven like a writing desk?,a person's style of writing with a pen on paper that can be recognized as their own
wrong,adjective,What is wrong with you?,not correct
yes,exclamation,"Yes, thank you very much.",used to express willingness or agreement
yeah,exclamation,"Yeah, I know what you mean.",yes
year,noun,It was the year everything changed.,"a long time : | a period of twelve months , especially from 1 January to 31 December"
yellow,noun,Follow the Yellow Brick Road.,a colour like that of a lemon or gold or the sun
yesterday,adverb,I remember it like it was yesterday.,on the day before today
you,pronoun,What are you talking about?,used to refer to the person or people being spoken or written to
young,adjective,"Michael Knight, a young loner... on a crusade to champion the cause of the innocent... the helpless, the powerless... in a world of criminals who operate above the law.",having lived or existed for only a short time and not old
your,determiner,Are you out of your mind?,the one(s) belonging to or connected with the person or group of people being spoken or written to: | belonging or relating to the person or group of people being spoken or written to
yourself,pronoun,You ought to be ashamed of yourself.,"used when the subject of the verb is ""you"" or the person being spoken to, and the object is the same person"
