word,class,sentence,word_mean
usual,adjective,"I made my usual 20 percent, of course.","normal ; happening , done, or used most often"
valley,noun,"Yea, though I walk through the valley of the shadow of death,","an area of low land between hills or mountains , often with a river running through it"
van,noun,That is Mamie Van Doren.,"a medium-sized road vehicle , used especially for carrying goods , that often has no windows in the sides at the back"
vehicle,noun,Don't fuck with another man's vehicle.,"a machine , usually with wheels and an engine , used for transporting people or goods , especially on land"
view,noun,You're blocking my view.,"an opinion , belief , or idea , or a way of thinking about something"
virus,noun,"Sir, he's uploading the virus.","an extremely small piece of organic material that causes disease in humans , animals , and plants"
voice,noun,It's good to hear your voice.,the sounds that are made when people speak or sing
wait,noun,You'll have to wait.,"to allow time to go by, especially while staying in one place without doing very much, until someone comes, until something that you are expecting happens or until you can do something"
war,noun,"1, 2, 3, 4, we don't want your fucking war!","armed fighting between two or more countries or groups , or a particular example of this"
wash,noun,Did you wash your hands?,to clean something using water
washing,noun,A bunch of ball-washing bastards!,the act of washing clothes
wave,noun,How do you keep a wave upon the sand?,"to raise your hand and move it from side to side as a way of greeting someone, telling someone to do something, or adding emphasis to an expression"
weak,adjective,His might upholds the weak.,not physically strong
wedding,noun,No Sicilian can refuse any request on his daughter's wedding day.,a marriage ceremony and any celebrations such as a meal or a party that follow it
weight,noun,"I mean, he got a weight problem.",the amount that something or someone weighs
welcome,noun,You're more than welcome.,to be pleased about and encourage or support something
wet,adjective,Take a big wet bite out of my ass is what.,covered in water or another liquid
wheel,noun,Put your hands on the wheel.,"a car : | a circular object connected at the centre to a bar , used for making vehicles or parts of machines move"
while,conjunction,I'll be back in a little while.,"during the time that, or at the same time as"
whole,adjective,He's got the whole world in His hands,complete or not divided
whose,determiner,Whose side are you on?,used especially in questions when asking about which person owns or is responsible for something
wide,adjective,"I'd never named a boat before, but there was only one I could think of, the most beautiful name in the wide world.","having a larger distance from one side to the other than is usual or expected , especially in comparison with the length of something; not narrow"
wild,adjective,Go on and try to live even more wild and strong!,"uncontrolled , violent , or extreme"
wind,noun,"On an endless prairie, as the wind whistles by, I'm all alone.","a current of air moving approximately horizontally, especially one strong enough to be felt"
winner,noun,"The winner takes his enemy's head... and with it, his power.","someone who wins a game , competition , or election"
wish,noun,Your wish is my command.,"used with the past simple to express that you feel sorry or sad about a state or situation that exists at the moment : | something you say or write at the end of a letter , during a happy event , etc. to show that you hope someone is happy and has good luck"
wood,noun,"Got me out of the wood shop a month out of the year, and that was fine by me.","an area of land covered with a thick growth of trees : | a hard substance that forms the branches and trunks of trees and can be used as a building material , for making things, or as a fuel"
wooden,adjective,Don't take any wooden nickels.,made of wood
working,adjective,We're working on it.,relating to work
worried,adjective,What are you worried about?,unhappy because you are thinking about problems or unpleasant things that might happen
worse,adjective,It could have been worse.,"comparative of bad : more unpleasant , difficult , or severe than before or than something else that is also bad"
worst,adjective,I do believe those first two years were the worst for him.,"superlative of bad : of the lowest quality , or the most unpleasant , difficult , or severe"
wow,exclamation,"Wow, this is really exciting, man.",used to show surprise and sometimes pleasure
yet,adverb,You ain't seen nothing yet.,still; until the present time
zero,number,Gonna take pollution down to zero,(the number ) 0; nothing
