word,sentence,word_mean
unknown,"He awoke to find himself trapped in the past, facing mirror images that were not his own... and driven by an unknown force to change history for the better.",not known or familiar
frankly,"Frankly, my dear, I don't give a damn.",in an honest and direct way
tunnel,It would take a man about 600 years to tunnel under the wall with one of these.,"a long passage under or through the ground , especially one made by people"
sandwich,Would you like a tuna sandwich?,"two pieces of bread with food such as cheese , salad , or meat between them"
imagination,You unlock this door with the key of imagination.,the ability to form pictures in the mind
degree,A law degree is like taking out insurance.,(an) amount or level of something
ignore,They can't ignore me forever.,to intentionally not listen or give attention to
kills,One that kills and one that loves.,to cause someone or something to die
elevator,Take the elevator to the very bottom.,"a device like a box that moves up and down, carrying people or goods from one floor of a building to another or taking people up and down underground in a mine"
ease,"I just wanted to put you at ease, that's all.","to make or become less severe , difficult , unpleasant , painful , etc"
virus,"Sir, he's uploading the virus.","an extremely small piece of organic material that causes disease in humans , animals , and plants"
francisco,Anybody want to go to San Francisco?,a large city and county (= a political division within a state ) in the western US state of California
entered,Imperial troops have entered the base.,past simple and past participle of enter
stan,Stan Grossman looked at your proposal.,"someone who greatly admires a singer or other famous person , to an extent that is unusual"
golf,Caught his wife in bed with some golf pro.,"a game played outside on grass in which each player tries to hit a small ball into a series of nine or 18 small holes , using a long , thin stick"
butter,"Yeah, rubbing himself in peanut butter.",a pale yellow solid food containing a lot of fat that is made from cream and is spread on bread or used in cooking
contest,The world-famous Jackrabbit Slim's twist contest.,"a competition to do better than other people , usually in which prizes are given"
bars,I went to a few bars first.,"a place , either a separate building or business or part of another building such as a hotel , where drinks , especially alcoholic drinks , are sold and drunk"
hits,Looks like hits from small-arms fire.,"to move your hand or an object onto the surface of something so that it touches it, usually with force"
suspicious,"If things aren't complicated for you, you become suspicious.",making you feel that something illegal is happening or that something is wrong
current,In order to continue current projects and to expand our services we need your help.,of the present time
firing,They're firing at us!,an act of removing someone from their job
debt,And you were afraid to be in my debt.,"something, especially money , that is owed to someone else , or the state of owing something"
orange,A tall glass of orange juice... and a black cup of coffee.,a round sweet fruit that has a thick orange skin and an orange centre divided into many parts
pussy,"Come on in, pussy lovers.",a pussycat child's word
busted,Hadley busted his head up pretty good.,broken
greater,"But in the year of the Shadow War, it became something greater our last, best hope for victory.",used before names of some cities to refer to both the city itself and the area around it
sonny,"I know what you think it means, sonny.",a form of address used by an older person to a boy or a young man
admiral,"You have failed me for the last time, Admiral.",an officer of very high rank in the navy
willie,"Willie, quit monkeying around on that thing.","a feeling of nervousness and fear , especially caused by something strange or threatening"
episode,Next episode of Rurouni Kenshin...,a single event or group of related events
filthy,"Cut me loose, you filthy bastard!",extremely or unpleasantly dirty
skills,I want you to use all your powers and all your skills.,"an ability to do an activity or job well, especially because you have practised it"
ceremony,Let's get on with the ceremony.,"(a set of) formal acts , often fixed and traditional , performed on important social or religious occasions"
agreement,I thought we had an agreement.,"the situation in which people have the same opinion , or in which they approve of or accept something"
lane,I'll walk down the lane,a narrow road in the countryside or in a town
trusted,"I've never trusted Klingons, and I never will.","deserving of trust , or able to be depended on"
impressed,It's obvious this fellow Williams is impressed with you.,past simple and past participle of impress
pulse,"Rampart, we have lost the victim's pulse.","the regular beating of the heart , especially when it is felt at the wrist or side of the neck"
exercise,This is not an exercise.,physical activity that you do to make your body strong and healthy
crown,That was the price of your crown.,"a circular decoration for the head , usually made of gold and jewels (= precious stones ) , and worn by a king or queen at official ceremonies"
landing,Landing Rocket Arm switch is on.,the fact of an aircraft arriving on the ground or a boat reaching land
package,The guy at the gates has a package.,"an object or set of objects wrapped in paper , usually in order to be sent by post"
gear,Let's get their gear off!,"a device , often consisting of connecting sets of wheels with teeth (= points ) around the edge , that controls how much power from an engine goes to the moving parts of a machine"
diamonds,Lucy in the sky with diamonds,jewellery made from diamonds
violent,Why is such a beautiful country so violent?,using force to hurt or attack
supper,"When the supper was ended, he took the cup.",a main meal eaten in the evening
suits,Two suits for dry-clean and a bag of whatnot.,a jacket and trousers or a jacket and skirt that are made from the same material
steel,"I need a guy with steel in his balls, Tony.","a strong metal that is a mixture of iron and carbon , used for making things that need a strong structure , especially vehicles and buildings ' or a particular type of this metal"
shine,Buffed those shoes to a high mirror-shine.,to send out or reflect light
print,We must give them something new to print.,"letters , numbers , or symbols that have been produced on paper by a machine using ink"
museum,I think it's like a wax museum with a pulse.,"a building where objects of historical , scientific , or artistic interest are kept"
asks,But he asks the impossible.,"to put a question to someone, or to request an answer from someone"
twelve,"Six-to-twelve, armed burglary.",the number 12
refused,He refused to share them.,past simple and past participle of refuse
bug,Like a bug coming out of your mouth.,a very small insect
satisfied,"Well, I hope you're satisfied.","pleased because you have got what you wanted , or because something has happened in the way that you wanted"
cave,Remember your failure at the cave.,"a large hole in the side of a hill , cliff , or mountain , or one that is underground"
impression,That was my first impression of the man.,an idea or opinion of what something or someone is like
considering,"Sure, and I hope you're considering the future, Mr. Eastwood.","used to mention a particular condition or fact about something, usually a disadvantage"
grass,Our cavalry will ride them down like grass.,"a low , green plant that grows naturally over a lot of the earth's surface , having groups of very thin leaves that grow close together in large numbers"
ralph,This is where Ralph dresses up as a man from space.,to vomit
campaign,Major Lawrence will campaign this winter.,"a planned group of especially political , business , or military activities that are intended to achieve a particular aim"
jokes,This is no time for jokes.,"something, such as a funny story or trick , that is said or done in order to make people laugh"
hills,Over the hills and far away,an area of land that is higher than the surrounding land
alcohol,All of us reek of alcohol.,drinks such as beer and wine that contain a substance that can make people drunk
cheat,Are you calling me a cheat?,to behave in a dishonest way in order to get what you want
quarters,I'll be in my quarters.,"a room or house that has been provided , especially for servants or soldiers and their families , to live in"
april,"Drip, drip, drop Little April shower","the fourth month of the year , after March and before May"
sides,But don't ever take sides with anyone against the family again.,"a flat outer surface of an object , especially one that is not the top , the bottom , the front , or the back"
thats,Thats very kind of you.,"used to refer to a person , object , idea , etc. that is separated from the speaker by space or time"
downtown,"It's about 82 degrees in downtown Saigon right now, also very humid.",in or to the central part of a city
hop,Let's hop in and go!,to jump on one foot or to move about in this way
trigger,I put a special tape on the trigger and the butt.,a part of a gun that causes the gun to fire when pressed
purse,In that little silk purse.,"a small container for money , usually used by a woman"
nuclear,Are you telling me that this sucker is nuclear?,being or using the power produced when the nucleus of an atom is divided or joined to another nucleus
mix,"Like I said, women and machinery do not mix.","to ( cause different substances to) combine , so that the result cannot easily be separated into its parts"
accused,We have the accused at the scene of the crime.,the person who is on trial in a law court
wagon,The wagon is all ready to go.,"a vehicle with four wheels , usually pulled by horses or oxen , used for transporting heavy goods , especially in the past"
lifetime,"Theorizing that one could time travel within his own lifetime,",the period of time during which someone lives or something exists
inform,"He says, Sorry to inform you, but your brother just died.",to tell someone about particular facts
cigarettes,Smokin' cigarettes and watchin' Captain Kangaroo,a small paper tube filled with cut pieces of tobacco that people smoke
rolling,This old man came rolling home,gradual
extraordinary,It's the most extraordinary thing.,"very unusual , special , unexpected , or strange"
co,"English Subtitles by GELULA CO., INC.",together; with
pipe,This is just shitty pipe dreams.,a tube inside which liquid or gas flows from one place to another
champion,"Michael Knight, a young loner... on a crusade to champion the cause of the innocent... the helpless, the powerless... in a world of criminals who operate above the law.","someone or something, especially a person or animal , that has beaten all other competitors in a competition"
task,"Are you sure golden boy is up to the task, Cap?","a piece of work to be done, especially one done regularly , unwillingly , or with difficulty"
embarrassed,"No, you wouldn't like it, and I'd be embarrassed.",feeling ashamed or shy
capital,I'm glad we were here together in our nation's capital.,a city that is the centre of government of a country or smaller political area
begins,Our strange little journey now begins!,to start to happen or exist
perform,"Wanting to perform the mysterious,",to do an action or piece of work
concentrate,"If I need a breakthrough to Jerusalem, I must concentrate, not dissipate.","to direct your attention or your efforts towards a particular activity , subject , or problem"
threatened,He threatened to kill me.,"in danger , or likely to stop existing"
abandoned,"According to the log, the crew abandoned ship right after takeoff.","left in a particular place or condition , usually forever"
drew,The cook drew a gun and set it off.,past simple of draw
june,Where hearts were entertained in June,"the sixth month of the year , after May and before July"
routine,We're gonna take a routine check.,a usual or fixed way of doing things
spit,"Come on, spit it out.","to force out the contents of the mouth , especially saliva"
mistress,"That is Irina, my mistress.",a woman who has control over or responsibility for someone or something
basement,You and your brother snuck into an empty building through a basement window.,a part of a building consisting of rooms that are partly or completely below the level of the ground
reasonable,"He's a friend of yours, and Brooks is a reasonable man.",based on or using good judgment and therefore fair and practical
awfully,That's awfully nice of you.,"very or extremely , when used before an adjective or adverb"
beaten,I've only beaten him once in chess.,defeated in a competition
sarge,"The sarge and Dietrich aren't dead, man.",informal for sergeant
cats,Sent a couple cats over to his place.,"a small animal with fur , four legs , a tail , and claws , usually kept as a pet or for catching mice"
plastic,Remember that plastic explosive I told you about?,an artificial substance that can be shaped when soft into many different forms and has many different uses
heck,What the heck is that?,"an expression of usually slight anger or surprise , or a way of adding force to a statement , question , etc"
clients,You keep scrounging for clients and I'll keep repossessing cars for Akamian.,a customer or someone who receives services
prints,"Impossible to trace, so you don't worry about prints.","the pattern of curved lines on the end of a finger or thumb that is different in every person , or a mark left by this pattern"
favour,Will you do me a favour?,the support or approval of something or someone
league,You're out of your league.,a group of teams playing a sport who take part in competitions between each other
generous,That's very generous of you.,"willing to give money , help , kindness , etc., especially more than is usual or expected"
fashion,And I raised my daughter in the American fashion.,"a style that is popular at a particular time , especially in clothes , hair , make-up , etc"
particularly,"You strike me as a particularly icy and remorseless man, Mr. Dufresne.","especially , or more than usual"
cents,That it's not all dollars and cents.,"a unit of money worth 0.01 of a dollar , or a coin with this value"
disaster,It's caused nothing but disaster.,"(an event that results in) great harm , damage , or death , or serious difficulty"
sacred,"To the Italian people that's a very sacred, close relationship.","considered to be holy and deserving respect , especially because of a connection with a god"
childhood,So somewhere in my youth or childhood,the time when someone is a child
speaks,Who is this person who speaks to me as though I needed his advice?,"to say words, to use the voice , or to have a conversation with someone"
nail,They were gonna nail his ass to the floorboards for that one.,"a small , thin piece of metal with one pointed end and one flat end that you hit into something with a hammer , especially in order to fasten or join it to something else"
wins,I'll also be able to see who wins the next 25 World Series.,"to achieve first position and/or get a prize in a competition , election , fight , etc"
vincent,David Vincent has seen them.,a condition in which the gums (= the firm pink flesh inside the mouth that covers the bones into which the teeth are fixed ) of the mouth become swollen and painful and covered in ulcers
status,"Second squad, what's your status?","an accepted or official position , especially in a social group"
entrance,All troop carriers will assemble at the north entrance.,"a door , gate , etc. by which you can enter a building or place"
flash,I'll be back in a flash.,"to shine brightly and suddenly , or to make something shine in this way"
partners,"We're partners, aren't we?",a person or organization you are closely involved with in some way
quality,The quality of mercy is not strained.,how good or bad something is
aim,Aim for the heart or you'll never stop me.,a result that your plans or actions are intended to achieve
fetch,Get on back and fetch us up some.,"to go to another place to get something or someone and bring it, him, or her back"
assault,All troops will debark for ground assault.,a violent attack
patience,Thank you for your patience.,"the ability to wait , or to continue doing something despite difficulties , or to suffer without complaining or becoming annoyed"
title,The 16 before you passed you land and title because they didn't charge in.,"the name of a film , book , painting , piece of music , etc"
wore,Five long years he wore this watch up his ass.,past simple of wear
similar,Conditions are similar to inside.,"looking or being almost , but not exactly , the same"
scratch,You just knew he wasn't gonna get so much as a scratch here.,to cut or damage a surface or your skin slightly with or on something sharp or rough
fort,"It was blank, but the postmark said Fort Hancock, Texas.","a military building designed to be defended from attack , consisting of an area surrounded by a strong wall , in which soldiers are based"
struck,One of them struck our friend like a thunderbolt.,past simple and past participle of strike
customer,The customer is always right.,a person who buys goods or a service
pee,"Hi, hi, hi there, my Pee and Em.",informal for urinate
emotional,It's a test designed to provoke an emotional response.,relating to the emotions
beef,They got a beef going back to the Sun Ray thing.,"the flesh of cattle (= cows ) , eaten as food"
identify,"Come down and identify yourselves, please.",to recognize someone or something and say or prove who or what that person or thing is
hug,"Come on, give me a hug.","to hold someone close to your body with your arms , usually to show that you like, love , or value them"
movement,There's movement all over the place!,a change of position
merely,I merely commented that it was freezing in the princess's chamber.,used to emphasize that you mean exactly what you are saying and nothing more
empire,It's a good bet the Empire knows we're here.,"a group of countries ruled by a single person , government , or country"
stake,There's too much at stake.,a share or a financial involvement in something such as a business
unhappy,Why are you so unhappy?,sad or not satisfied
gray,"I tell you, those voices soared higher and farther than anybody in a gray place dares to dream.",US spelling of grey
reminds,You know what this reminds me of?,to make someone think of something they have forgotten or might have forgotten
costs,I don't care what it costs.,the amount of money needed for a business or to do a particular job
afterwards,Can you move the ice afterwards?,after the time mentioned
seats,Please return to your seats.,"a piece of furniture or part of a train , plane , etc. that has been designed for someone to sit on"
enjoyed,I enjoyed every minute of it.,past simple and past participle of enjoy
barney,Barney said you'd be nice to me.,a loud argument
daily,Give us this day our daily bread.,happening on or relating to every day
nancy,"What the hell is going on, Nancy?",an offensive word for a gay man or a man who is considered to be effeminate
stanley,"Stanley, you're so full of shit you're gonna float away.",a brand name for a sharp knife with a short blade that can be replaced or put inside the handle if not being used
blown,Old life blown away in the blink of an eye.,past participle of blow
civil,Monsieur Picot is a French civil servant.,"not military or religious , but relating to the ordinary people of a country"
suffered,Suffered a crash while landing his Tomcat on a storm-tossed carrier at sea.,past simple and past participle of suffer
valuable,We're providing a valuable community service.,worth a lot of money
comfort,"Thy rod and thy staff, they comfort me.",a pleasant feeling of being relaxed and free from pain
chip,Ch-Ch-Ch-Chip 'n Dale,"a long , thin piece of potato that is fried and usually eaten hot"
article,I read the article in Forbes.,"a piece of writing on a particular subject in a newspaper or magazine , or on the internet"
heavens,Brought to you by WITH S2 Written In The Heavens Subbing Squad,the sky
enjoying,"You're enjoying this, aren't you?",present participle of enjoy
ken,"It's good to see you, Ken.",not in your area of knowledge
toy,They're just little toy arrows.,an object for children to play with
confession,I've got a confession to make.,the act of admitting that you have done something wrong or illegal
punk,Look at that punk with her.,"a culture popular among young people , especially in the late 1970s, involving opposition to authority expressed through shocking behaviour , clothes , and hair , and fast , loud music"
seal,Can we seal off this area?,a large mammal that eats fish and lives partly in the sea and partly on land or ice
noon,"We tolerate it morning, noon and night.","twelve o'clock in the middle of the day , or about that time"
betrayed,"We were betrayed by the humans we had sworn to protect, frozen in stone by a magic spell for a thousand years.",past simple and past participle of betray
media,Subtitles by SDI Media Group,"the internet , newspapers , magazines , television , etc., considered as a group"
charity,"He made deals with book clubs, charity groups.","an organization whose purpose is to give money , food , or help to those who need it, or to carry out activities such as medical research that will help people in need, and not to make a profit"
conscience,And always let your conscience be your guide,the part of you that judges how moral your own actions are and makes you feel guilty about bad things that you have done or things you feel responsible for
despite,"Despite a few hitches, the boys came through in fine style.",without taking any notice of or being influenced by; not prevented by
breaks,What light through yonder window breaks?,"to ( cause something to) separate suddenly or violently into two or more pieces , or to ( cause something to) stop working by being damaged"
opposite,"Back here in Florida, we've got the opposite problem.",completely different
believes,Man lives in the sunlit world of what he believes to be reality.,"to think that something is true , correct , or real"
bothering,Is that what's bothering you?,present participle of bother
pound,"In for a penny, in for a pound.",the standard unit of money used in the UK and some other countries
related,She said we was related to him in some way.,connected
cleaned,You still have a few hours to get cleaned up.,past simple and past participle of clean
figures,Says it's clean and low eight figures.,the symbol for a number or an amount expressed in numbers
homework,Did you do your homework?,work that teachers give their students to do at home
patrol,An aerial patrol spotted the ship off the coast.,( especially of soldiers or the police ) to go around an area or a building to see if there is any trouble or danger
walks,She walks softly but she carries a big gun,"to move along by putting one foot in front of the other, allowing each foot to touch the ground before lifting the next"
normally,"Normally both your asses would be dead as fuckin' fried chicken, but you happened to pull this shit while I'm in a transitional period, and I don't wanna kill you;","If something happens normally, it happens in the usual or expected way"
identity,"Freed him to hide in lonely desperation, to change his identity, to toil at many jobs.",a person's name and other facts about who they are
selfish,Why are you being so selfish?,Someone who is selfish only thinks of their own advantage
traitor,"Now listen, whoever comes to you with this Barzini meeting, he's the traitor.","a person who is not loyal or stops being loyal to their own country , social class , beliefs , etc"
reported,Commander Skywalker reported in yet?,described by people although there is no proof yet
comrade,"Comrade, where are you going?","a friend , especially one who you have been involved in difficult or dangerous , usually military , activities with"
cap,Do you usually wear your cap in the mess?,"a soft flat hat that has a curved part sticking out at the front , often worn as part of a uniform"
delivered,"Delivered anywhere, day or night.",past simple and past participle of deliver
habit,It's just a matter of settling into the habit of writing every day.,"something that you do often and regularly , sometimes without knowing that you are doing it"
kidnapped,You want your own wife kidnapped.,"to take a person away illegally by force , usually in order to demand money in exchange for releasing them"
reverend,This is the Reverend Mother Gaius Helen Mohiam.,a title for a priest of the Christian Church
standard,Since when is that standard procedure?,a level of quality
reaction,"That will be his first reaction, sure.","behaviour , a feeling or an action that is a direct result of something else"
events,What about all that talk about screwing up future events?,"anything that happens , especially something important or unusual"
wives,"Our wives, mothers, kids, everybody rode along.",plural of wife
attend,I have business to attend to.,"to go to an event , place , etc"
mistaken,Have you ever been mistaken for a man?,"wrong in what you believe , or based on a belief that is wrong"
territory,It goes with the territory.,an area of land or sea that is controlled by a particular country
jonathan,"This is my boss, Jonathan Hart, a self-made millionaire.","a kind of apple with a red skin and white flesh , used for eating and cooking"
collection,Let's say that you got a real problem making a collection.,a group of objects of one type that have been collected by one person or in one place
commissioner,His brother-in-law is County Commissioner.,an important official who has responsibility in a government department or another organization
robot,"What did you do, robot?",a machine controlled by a computer that is used to perform jobs automatically
yelling,What are you yelling about?,present participle of yell
worrying,What are you worrying about?,making you feel unhappy and frightened
designed,I've designed this tracking device.,past simple and past participle of design
turkey,"He has fields in Turkey, where they grow poppy.",a large bird grown for its meat on farms
bail,Karen finally got her mother to put her house up for my bail and I was out.,an amount of money that a person who has been accused of a crime pays to a law court so that they can be released until their trial . The payment is a way of making certain that the person will return to court for trial
nephew,"Meet Paulie Jr., my nephew.","a son of your sister or brother , or a son of the sister or brother of your husband or wife"
warrior,He's a poet warrior in the classic sense.,"a soldier , usually one who has both experience and skill in fighting , especially in the past"
gentle,"As my heart is about to burst, the mild wind that blows against us is gentle.","calm , kind , or soft"
fu,The Japanese fox was a kung fu master.,a Chinese method of fighting that involves using your hands and feet and not using weapons
earl,"Among these was Robert, the 17th Earl of Bruce, a leading contender for the crown of Scotland.","(the title of) a British man of high social rank , between a marquis and a viscount"
fools,Why do only fools and horses work?,a person who behaves in a silly way without thinking
spirits,"Well, how about a little something to lower your spirits?","the way a person is feeling , or that people in general are feeling"
creatures,There are several creatures approaching from the southeast.,any large or small living thing that can move independently
instructions,We are on station and awaiting instructions.,"advice and information about how to do or use something, often written in a book or on the side of a container"
occasion,Sort of fits this occasion.,"a particular time , especially when something happens or has happened"
cheating,"Bartender, I'm looking for that no-good, cheating blacksmith.",present participle of cheat
division,"All right, take a gunship back to the division.","the act of separating something into parts or groups , or the way that it is separated"
neighbors,"Those were your words, according to your neighbors.",US spelling of neighbour
trunk,"Take the body, stick it in the trunk.","the thick main stem of a tree , from which its branches grow"
tracks,The tracks go off in this direction.,"the pair of long metal bars fixed on the ground at an equal distance from each other, along which trains travel"
kissing,He was always kissing and touching her and her sisters.,present participle of kiss
owns,Maybe the family owns the whole block.,belonging to or done by a particular person or thing
blessed,Blessed be the name of the Lord.,"having been given help and protection by a god , or having been called or made holy"
gain,They hope to gain their freedom.,"to get something that is useful , that gives you an advantage , or that is in some way positive , especially over a period of time"
cleared,The Death Star has cleared the planet.,"(of an area , path , etc.) having had objects , pieces of rubbish , etc. removed from it, especially when these were blocking something or causing a problem"
affairs,This one time I'll let you ask me about my affairs.,a situation or subject that is being dealt with or considered
tokyo,Wanted for the Tokyo subway attack.,a large city on Honshu island in Japan that is the capital of Japan
wasted,We've wasted enough time.,"Wasted time , money , etc. is time , money , etc. that is not used effectively because it does not produce the result you wanted"
shouting,What are you shouting for?,shouts
concert,She'll give you what you've come to get after the concert.,a performance of music by one or more musicians or singers
offering,Are you offering me a job?,something that you give or offer to someone
indians,Or a bunch of whacked-out Indians at the Sun Ray Motel?,belonging to or relating to India or its people
balance,The balance of the 50 million sesterces we owe you.,"the ability to remain standing , especially because your weight is equally distributed (= spread )"
begging,"Begging your pardon, ma'am.",present participle of beg
forty,Forty years I've been asking permission to piss.,the number 40
legend,"A time of myth and legend, when the ancient gods were petty and cruel, and they plagued mankind with suffering.","a very old story or set of stories from ancient times , or the stories , not always true , that people tell about a famous event or person"
circus,"The character I played, Raven McCoy, her background was she grew up raised by circus performers.","a group of travelling performers including acrobats (= people skilled in difficult physical movements ) or those who work with trained animals , or a performance by such people usually in a large tent"
blowing,You could just call me a tumbleweed blowing in the wind.,"to move and make currents of air , or to be moved or make something move on a current of air"
fields,That's the length of five football fields.,"an area of land , used for growing crops or keeping animals , usually surrounded by a fence"
forth,So this service tunnel must be how they're moving back and forth.,"(from a place ) out or away, or (from a point in time ) forward"
explosion,We picked up an explosion at the old cement factory.,the fact of something such as a bomb exploding
pet,It's a wonderful pet to have.,"an animal that you keep in your home , for pleasure rather than for work or food"
oscar,"With nowhere else to go, he appeared at the home of his friend, Oscar Madison.","one of a set of prizes given each year in the US to the best film , the best male and female actor in any film , and to other people involved in the production of films"
couch,I'll sleep on the couch.,a sofa
lion,"Ah, well, we can't all be lion tamers.",a large wild animal of the cat family with yellowish-brown fur that lives in Africa and southern Asia
smiling,What are you smiling at?,having a smile
strangers,Little Will never takes to strangers.,someone you do not know
fairy,I wish I could tell you that but prison is no fairy-tale world.,"an imaginary creature with magic powers , usually represented as a very small person with wings"
design,Everything that has transpired has done so according to my design.,"to make or draw plans for something, for example clothes or buildings"
painful,"But painful as it may be, ability... don't last.",causing emotional or physical pain
martial,The Greatest Martial Arts Games The Greatest Martial Arts Games,"relating to soldiers , war , or life in the armed forces"
jews,"And if it's not the gooks, it's these old fuckin' Jews who've owned the store for 15 fucking generations.",a member of a people whose traditional religion is Judaism
laundry,Get my stuff down to the laundry.,"the dirty clothes and sheets that need to be, are being, or have been washed"
miller,"Boy, the way Glenn Miller played","a person , especially in the past, who owned or was in charge of a mill"
touching,You can't stand for another man to be touching me.,"making you feel sadness , sympathy , etc"
crush,Could you crush a man with that throw?,to press something very hard so that it is broken or its shape is destroyed
sandy,"Plus, I knew Sandy would get on my ass.",covered with sand or containing sand
removed,Surgically removed before embryo implantation.,"used to refer to a cousin (= a relation ) separated from you by one, two, etc. generations"
films,It keeps picking up old films.,"a series of moving pictures , usually shown in a cinema or on television and often telling a story"
parker,"Parker, will you plug it in?",a person who is nosy
sport,It's an old man's sport.,"a game , competition , or activity needing physical effort and skill that is played or done according to rules , for enjoyment and/or as a job"
anti,I'm working with an anti-Castro group.,opposed to or against a particular thing or person
deaf,Are you deaf or something?,"unable to hear , either completely or partly"
farewell,"Farewell and adieu, you ladies of Spain",goodbye
revolution,"I mean, really, a revolution could break out there any second.","a change in the way a country is governed , usually to a different political system and often using violence or war"
messages,Are there any messages for me?,abbreviation for instant messaging
pattern,Like there's some pattern here.,"a particular way in which something is done, is organized , or happens"
surrounded,We've got you surrounded.,past simple and past participle of surround
injured,But on this particular occasion my husband just used too much strength and he injured Danny's arm.,hurt or physically harmed
presents,CBS presents this program in color.,"something that you are given, without asking for it, on a special occasion , especially to show friendship , or to say thank you"
shown,He hasn't shown up yet.,past participle of show
hip,She has a birthmark on her hip.,"the area below the waist and above the legs at either side of the body , or the joint that connects the leg to the upper part of the body"
protecting,He's been protecting it right along.,present participle of protect
jewish,"We should talk to this Jewish guy, Seidelbaum, okay?",connected with people whose traditional religion is Judaism
pour,"Omar, you pour it, and you bring another bottle right away, will you?","to make a substance flow from a container , especially into another container , by raising just one side of the container that the substance is in"
odds,No matter what the odds are this time,the probability (= how likely it is) that a particular thing will or will not happen
struggle,"It's always goodbye, living is a struggle.",to experience difficulty and make a very great effort in order to do something
ages,I haven't seen you for ages.,a very long time
sheep,"Behold, I send you out as sheep amidst the wolves.","a farm animal with thick wool that eats grass and is kept for its wool , skin , and meat"
mysterious,The Lord works in mysterious ways.,"strange , not known , or not understood"
species,Are there any species like this hostile organism on LV-426?,a set of animals or plants in which the members have similar characteristics to each other and can breed with each other
drawing,I would like to see my drawing.,"the act of making a picture with a pencil or pen , or a picture made in this way"
cancel,I'll cancel all her credit cards.,"to decide that an organized event will not happen , or to stop an order for goods or services that you no longer want"
fence,The full 50 miles of perimeter fence are in place?,"a structure that divides two areas of land , similar to a wall but made of wood or wire and supported with posts"
deputy,I was just joking with your deputy.,"a person who is given the power to do something instead of another person , or the person whose rank is immediately below that of the leader of an organization"
thick,"You're thick as thieves, you are.",having a large distance between two sides
motion,It is by will alone I set my mind in motion.,"the act or process of moving , or a particular action or movement"
backup,So we need a new backup.,"(someone or something that provides ) support or help , or something that you have arranged in case your main plans , equipment , etc. go wrong"
knight,"Michael Knight, a young loner... on a crusade to champion the cause of the innocent... the helpless, the powerless... in a world of criminals who operate above the law.","a man given a rank of honour by a head of state in some countries because of his special achievements . In the UK and some Commonwealth countries , he has the right to use the title "" Sir """
berlin,Our prize is awaited in Berlin.,"the capital city of Germany, situated in the northeastern part of the country"
inch,What they did do is beat him within an inch of his life.,"a unit used for measuring length , approximately equal to 2.54 centimetres , sometimes shown by the symbol ″"
murders,Yet you still maintain you threw your gun into the river before the murders took place.,the crime of intentionally killing a person
whiskey,They made her drink whiskey and then they tried to take advantage of her.,"a strong , pale brown alcoholic drink , originally from Scotland and Ireland, made from grain such as barley , corn , or rye"
production,I Love Lucy is a Desilu Production.,the process of making or growing goods to be sold
judgment,Because it's judgment that defeats us.,the ability to form valuable opinions and make good decisions
rats,I used to bull's-eye womp rats in my T-16 back home.,an expression of anger or disappointment
interrupt,Don't let me interrupt you.,to stop a person from speaking for a short period by something you say or do
traveling,You're traveling through another dimension.,US spelling of travelling
junk,Look at all this junk.,"things that are considered to be of no use or value , or of low quality"
starving,It's better than starving to death.,dying because of not having enough food
shout,You don't have to shout.,"to speak with a very loud voice , often as loud as possible , usually when you want to make yourself heard in noisy situations , or when the person you are talking to is a long way away or cannot hear very well"
packed,She packed a bag to go and stay with Mr. Quentin.,completely full
horn,"Don't toot your horn, honey.","a hard, pointed , often curved part that grows from the head of some animals"
catherine,Catherine is very gentle and kind.,a round firework that is attached to a stick and that spins around
beside,He leadeth me beside the still waters.,"at the side of, next to"
transport,Men to this transport and women to this transport.,the movement of people or goods from one place to another
skip,The first one to skip was John Nance.,"to move lightly and quickly , making a small jump after each step"
meantime,"In the meantime, I'll call you as soon as I know.","until something expected happens , or while something else is happening"
reporter,The creature is driven by rage and pursued by an investigative reporter.,a person whose job is to discover information about news events and describe them for a newspaper or magazine or for radio or television
homicide,Stomach of the week from a motel homicide.,(an act of) murder
background,"The character I played, Raven McCoy, her background was she grew up raised by circus performers.",the things that can be seen behind the main things or people in a picture
escort,We have orders to escort you to the airfield.,"to go with a person or vehicle , especially to make certain that he, she, or it leaves or arrives safely"
ringing,Sosa's been ringing every half hour.,A ringing sound is loud and clear
torture,I can't bear the thought of your torture.,"the act of causing great physical or mental pain in order to persuade someone to do something or to give information , or to be cruel to a person or animal"
lend,I'll lend it to you.,"to give something to someone for a short period of time , expecting it to be given back"
argument,"We had an argument, so I had to straighten him out.","a disagreement , or the process of disagreeing"
banks,Mr. Stevens visited nearly a dozen banks in the Portland area that morning.,"an organization where people and businesses can invest or borrow money , change it to foreign money , etc., or a building where these services are offered"
specific,Could you be more specific?,relating to one thing and not others ; particular
intelligent,The Vietnamese are very intelligent.,"showing intelligence , or able to learn and understand things easily"
belly,You got a bag for a belly.,the front part of the body between your chest and your legs
hoped,I hoped that we could come here and reason together.,past simple and past participle of hope
sounded,I didn't mean that the way it sounded.,past simple and past participle of sound
robbed,I know the prisoners here are being robbed systematically.,past simple and past participle of rob
describe,"Mr. Dufresne, describe the confrontation you had with your wife the night she was murdered.",to say or write what someone or something is like
year's,Don't you just love New Year's?,"the first day of the year , a public holiday in many countries"
charged,No reason why we shouldn't be charged for patriotism.,"causing strong feelings and differences of opinion , or filled with emotion or strong feelings"
