word,sentence,word_mean
ching,Ching!,used for talking about large amounts of money and wanting a lot of money :
razor,Razor.,"a small device with a sharp blade for removing hair , especially from the face or legs :"
yoo,Yoo-hoo!,used to attract a person's attention :
instincts,Trust your instincts.,"the way people or animals naturally react or behave , without having to think or learn about it:"
cottage,Andy was a regular cottage industry.,"a small , simple house , typically in the countryside :"
civilians,Civilians.,a person who is not a member of the police or the armed forces :
contains,This programme contains some strong language.,to have something inside or include something as a part :
jules,Jules.,
pumpkin,Pumpkin.,"a large , round vegetable with hard, yellow or orange flesh :"
pm,"Should we say, 7pm?",used when referring to a time in the afternoon or evening or at night :
feds,The feds.,federal officers or officials :
satisfaction,Satisfaction,"a pleasant feeling that you get when you receive something you wanted , or when you have done something you wanted to do:"
pedro,Pedro!,
spinning,My head is spinning.,a brand name for a form of exercise that is done inside a building on a machine like a bicycle that you ride very fast without moving forwards :
zip,Zip.,"a device consisting of two rows of metal or plastic teeth-like parts that are brought together by pulling a small sliding piece over them, used for closing openings in clothing , bags , etc.:"
bracelet,My bracelet.,a piece of jewellery that is worn around the wrist or arm :
sausage,Sausage.,"a thin , tube-like case containing meat that has been cut into very small pieces and mixed with spices :"
explaining,You've got a lot of explaining to do.,the act of making something clear or giving good reasons for it:
puzzle,It's a puzzle.,a situation that is difficult to understand :
proven,Innocent until proven guilty.,shown to be true :
dam,Break the dam!,"a wall built across a river that stops the river's flow and collects the water , especially to make a reservoir (= an artificial lake ) that provides water for an area :"
bees,Bees.,a yellow and black flying insect that makes honey and can sting you:
principles,The people know we put our principles above personal gain.,a basic idea or rule that explains or controls how something happens or works :
panties,Panties.,"a piece of women's or girls ' underwear that covers the area between the waist , or just below it, and the tops of the legs :"
knights,Knights!,"a man given a rank of honour by a head of state in some countries because of his special achievements . In the UK and some Commonwealth countries , he has the right to use the title "" Sir "":"
es,Y es.,the 19th letter of the English alphabet
gilbert,Gilbert!,
appointed,This task was appointed to you.,officially chosen for a job or responsibility :
crook,He's a crook.,"a very dishonest person , especially a criminal or a cheat :"
bartender,Bartender.,someone who makes and serves drinks in a bar
courtroom,Is that man in this courtroom today?,a room where a law court meets :
brakes,Hit the brakes!,"a device that makes a vehicle go slower or stop , or a pedal , bar , or handle that makes this device work :"
carlo,Carlo!,"a way of finding an approximate solution to a problem in mathematics or physics by studying a large quantity of numbers produced randomly (= by chance ) , usually using a computer , especially when this gives a range of results each with a calculated probability (= mathematical chance ) of being correct :"
pervert,Pervert!,"to change something so that it is not what it was or should be, or to influence someone in a harmful way:"
inspired,You inspired me.,"excellent , or resulting from inspiration :"
haircut,Nice haircut.,the way in which someone's hair is cut :
smoked,I didn't know you smoked.,"Smoked glass or a smoked window has been made darker , as if by smoke :"
porch,Get the fuck off my porch.,a covered structure in front of the entrance to a building :
amateur,Amateur.,"taking part in an activity for pleasure , not as a job :"
randall,Randall.,"a type of rare North American cow , usually black and white , with a white stripe along its back and under its body . It was originally kept for its milk and meat and as a work animal :"
proposition,I have a proposition for you.,"an offer or suggestion , usually in business :"
cameron,Cameron.,
pledge,I pledge my ever-ending loyalty.,"a serious or formal promise , especially one to give money or to be a friend , or something that you give as a sign that you will keep a promise :"
jeannie,Jeannie.,
freaked,I freaked out.,past simple and past participle of freak
evacuate,Evacuate!,to move people from a dangerous place to somewhere safe :
modest,Don't be modest.,"not large in size or amount , or not expensive :"
bribe,A bribe?,"to try to make someone do something for you by giving them money , presents , or something else that they want :"
stew,Stew.,a type of food consisting usually of meat or fish and vegetables cooked slowly in a small amount of liquid :
pimp,Pimp!,"a man who controls prostitutes , especially by finding customers for them, and takes some of the money that they earn"
coins,Coins.,"a small , round piece of metal , usually silver or copper coloured , that is used as money :"
panel,There's a busted fitting behind this panel.,"a small group of people chosen to give advice , make a decision , or publicly discuss their opinions as entertainment :"
significant,Is that significant?,important or noticeable :
hooray,Hooray!,→ hurray
tucker,Tucker!,food :
accuse,What do you call it when the assassins accuse the assassin?,"to say that someone has done something morally wrong , illegal , or unkind :"
drake,Drake!,a male duck (= water bird )
bridges,"Yes, Mrs. Bridges.","a structure that is built over a river , road , or railway to allow people and vehicles to cross from one side to the other:"
vera,Vera!,"a type of plant with thick pointed leaves , or the thick liquid found in the leaves that is used to treat damaged skin"
herman,Herman.,
marilyn,Marilyn.,a hill in Britain or Ireland that is 150 metres high or more
scaring,You're scaring me.,present participle of scare
baxter,Baxter!,
orleans,New Orleans.,"a major port and the largest city in the southern US state of Louisiana, which is known for being the home of jazz (= a type of music ) :"
colored,A colored mayor.,US spelling of coloured
graduation,Graduation.,"the fact of finishing a degree or other course of study at a university or school , or the ceremony at which you are officially said to have finished :"
ciao,Ciao.,"used for saying "" goodbye "" or, less often, "" hello """
heavily,Breathing Heavily,to a great degree :
intimate,Intimate?,"having, or being likely to cause , a very close friendship or personal or sexual relationship :"
artie,Artie!,
kurt,Kurt!,
dip,Dip.,to put something into a liquid for a short time :
apollo,Apollo!,"in Greek mythology (= ancient stories ) , a god who is connected with many things including music , poetry , medicine , and the sun :"
lifted,And those three bags of potatoes that we lifted last week.,past simple and past participle of lift
ambition,Ambition.,a strong wish to achieve something:
advertising,Advertising.,the business of trying to persuade people to buy products or services :
bonds,Their bonds were cut.,the ropes or chains that hold prisoners and prevent them moving around or escaping :
allies,Our list of allies grows thin.,"the countries , including the US, the UK, the USSR , and France, that fought against the Axis countries in the Second World War"
compliments,My compliments.,"if you give something to someone with your or someone's compliments, you give it to them free :"
blaming,I'm not blaming you.,present participle of blame
anybody's,It wasn't anybody's fault.,it is not possible for anyone to really know something:
fiction,Fiction.,the type of book or story that is written about imaginary characters and events and not based on real people and facts :
nickel,A nickel.,a chemical element that is a silver-white metal :
expose,I'll expose you.,to remove what is covering something so that it can be seen :
perspective,Perspective.,a particular way of considering something:
encounter,Unless your people get off their encounter-suited butts and do something...,"a meeting , especially one that happens by chance :"
charging,Charging.,the act of asking for a payment in exchange for something:
mcgarrett,McGarrett.,
platoon,Platoon!,"a small group of about ten or twelve soldiers , with a lieutenant in charge of it:"
behaviour,Good behaviour.,the way that someone behaves :
couples,Couples therapy.,"two or a few things that are similar or the same, or two or a few people who are in some way connected :"
precise,Be more precise.,exact and accurate :
sole,Whose sole occupation for the last thousand years has been war.,being one only; single :
regiment,What regiment?,"a large group of soldiers , or (more generally ) any large number of things or people :"
grid,Set down on the landing grid.,a pattern or structure made from horizontal and vertical lines crossing each other to form squares :
mon,Mon Dieu!,written abbreviation for Monday
clarence,Clarence!,
higgins,Higgins.,
prostitute,A prostitute?,a person who has sex with someone for money :
clayton,Clayton.,
tricked,You tricked me.,past simple and past participle of trick
du,Gang-du!,"used in restaurants to describe a dish that is available on a particular day and is different from those available on other days . Du jour is French for ""of the day "":"
rarely,Rarely.,not often:
moonlight,It mirrors only starlight and moonlight.,the pale light of the moon :
archer,Archer.,a person who shoots arrows from a bow for sport or as a weapon
stove,I'll stove your head in!,a piece of equipment that burns fuel or uses electricity in order to heat a place
iraq,Iraq.,a country in western Asia
wakes,What if he wakes up?,to ( cause someone to) become awake and conscious after sleeping :
password,What's the password?,"a secret word or combination of letters or numbers , used for communicating with another person or with a computer to prove who you are:"
races,The races?,a series of horse races in a particular place on one day :
kira,Kira.,
possess,And the power you possess,"to have or own something, or to have a particular quality :"
earthquake,Earthquake!,"a sudden violent movement of the earth's surface , sometimes causing great damage :"
shakespeare,Shakespeare.,"William Shakespeare, an English playwright who wrote many famous plays in the late 16th and early 17th centuries"
growth,"In China, Lau Security Investments stands for dynamic new growth.","The growth of a person , animal , or plant is its process of increasing in size :"
accountant,I'm an accountant.,"someone who keeps or examines the records of money received , paid , and owed by a company or person :"
pod,"Rotate the pod, please, Hal.","a long , narrow , flat part of some plants , such as beans and peas , that contains the seeds and usually has a thick skin :"
lydia,Lydia!,
maiden,Maiden!,a girl or young woman:
riley,Riley.,"to live an easy and comfortable life , without any need to work hard"
targets,Multiple targets.,"an object shot at during shooting practice , often a circle with a pattern of rings , or any object or place at which bullets , bombs , etc. are aimed :"
becky,Becky.,
shiny,Shiny.,A shiny surface is bright because it reflects light :
fled,Théoden's people have fled to Helm's Deep.,past simple and past participle of flee
rogers,Rogers.,used in radio communications to mean that a message has been received and understood :
responsibilities,I have responsibilities.,something that it is your job or duty to deal with:
strongly,Strongly.,very much or in a very serious way:
joker,Joker.,a special playing card that can be given any value and is used in some card games instead of any other card
wrestling,Wrestling.,a sport in which two people fight and try to throw each other to the ground
misses,He misses you.,"to fail to do or experience something, often something planned or expected , or to avoid doing or experiencing something:"
ammunition,Ammunition.,"objects that can be shot from a weapon , such as bullets or bombs :"
moore,Moore.,
rescued,I thought I'd lost it the day they rescued me.,past simple and past participle of rescue
harvest,Harvest is when I need you the most.,"the time of year when crops are cut and collected from the fields , or the activity of cutting and collecting them, or the crops that are cut and collected :"
shaw,Shaw.,the parts of a potato plant that grow above the ground :
inspiration,Inspiration.,someone or something that gives you ideas for doing something:
lauren,Lauren.,
jade,Jade!,"a green precious stone from which jewellery and small decorative items are made, especially in China and Japan:"
stark,Stark.,"empty , simple , or obvious , especially without decoration or anything that is not necessary :"
adore,I adore you.,"to love someone very much, especially in a way that shows a lot of admiration or respect , or to like something very much:"
gwen,Gwen.,
trading,Insider trading.,the activity of buying and selling goods and/or services :
ping,Ping!,"to make a short , sharp sound :"
kang,Mr. Kang!,
oui,Oui.,
hath,Hell hath no fury like a woman scorned.,"in the past, the third person singular form of the present tense of ""have"":"
philadelphia,Philadelphia.,the largest city in the northeastern US state of Pennsylvania:
laurie,Laurie.,
cakes,Rice cakes!,"a sweet food made with a mixture of flour , eggs , fat , and sugar :"
organ,Organ,a part of the body of an animal or plant that performs a particular job :
barbecue,Barbecue.,"a metal frame on which meat , fish , or vegetables are cooked outdoors over a fire :"
touches,Nobody touches him.,to put your hand or another part of your body lightly onto and off something or someone:
bombing,Stop the bombing!,"an attack or attacks on a place or area using bombs , or the activity of attacking in this way:"
meredith,Meredith.,
floors,Looks like clowns and hostages on two floors.,the flat surface of a room on which you walk :
peculiar,Peculiar?,"unusual and strange , sometimes in an unpleasant way:"
mama's,Mama's here.,a boy or man who appears to do whatever his mother tells him to
counted,I counted.,past simple and past participle of count
scores,He scores!,a lot of things or people :
florence,Florence.,a large city in the central part of Italy:
dolls,Dolls?,a child's toy in the shape of a small person or baby
cuba,Cuba.,an island country in the Caribbean
relaxed,I'm relaxed.,feeling happy and comfortable because nothing is worrying you:
ruled,"One thousand years ago, superstition and the sword ruled.",past simple and past participle of rule
essential,It's essential.,necessary or needed :
grain,For amber waves of grain,"a seed or seeds from a plant , especially a plant like a grass such as rice or wheat :"
paulie,Paulie.,
landlord,Landlord!,a person or organization that owns a building or an area of land and is paid by other people for the use of it:
brake,Brake!,"a device that makes a vehicle go slower or stop , or a pedal , bar , or handle that makes this device work :"
smiles,Smiles.,"a happy or friendly expression on the face in which the ends of the mouth curve up slightly , often with the lips moving apart so that the teeth can be seen :"
concentration,Concentration.,the ability to think carefully about something you are doing and nothing else :
bert,Bert.,
announced,They announced it.,past simple and past participle of announce
guidance,Guidance.,"help and advice about how to do something or about how to deal with problems connected with your work , education , or personal relationships :"
georgie,Georgie!,
journal,A journal.,a serious magazine or newspaper that is published regularly about a particular subject :
questioned,They questioned Nicky.,past simple and past participle of question
depression,Depression.,a mental illness in which a person is very unhappy and anxious (= worried and nervous ) for long periods and often feels no interest in anything:
easter,Happy Easter.,a Christian religious holiday to celebrate Jesus Christ's return to life after he was killed :
queens,Queens.,"a woman who rules a country because she has been born into a royal family , or a woman who is married to a king :"
altogether,Not altogether.,in total :
claude,Claude!,
bandits,Bandits!,"a thief with a weapon , especially one belonging to a group that attacks people travelling through the countryside"
terminal,Terminal.,(of a disease or illness ) leading gradually to death :
lust,Lust.,a very strong sexual desire :
expedition,"Sir, this is something of an expedition.",an organized journey for a particular purpose :
jelly,Jelly.,"a sweet , soft food made by cooking fruit with sugar to preserve it. It is smooth , without any pieces of fruit in it. Jelly is eaten on bread :"
feared,It's as I feared.,past simple and past participle of fear
values,But where are those good old-fashioned values,"the beliefs people have, especially about what is right and wrong and what is most important in life , that control their behaviour :"
se,Señor.,written abbreviation for southeast or southeastern
sofa,On the sofa.,"a long , soft seat with a back and usually arms , on which more than one person can sit at the same time"
approved,Approved.,used to refer to something that is generally or officially accepted as being correct or satisfactory :
annual,Appropriations Committee voted an annual payment of 500 just to shut him up.,happening once every year :
lottery,The lottery.,"a game , often organized by the state or a charity in order to make money , in which tickets with numbers are sold to people who then have a chance of winning a prize if their number is chosen"
denny,Denny.,
mercedes,Mercedes.,
included,Myself included.,"containing something as a part of something else , or making something part of something else :"
mule,Mule!,"an animal whose mother is a horse and whose father is a donkey , used especially for transporting goods"
owners,Does it matter to you at all that the owners have placed their complete confidence in me and that I have signed a letter of agreement in which I've accepted that responsibility?,someone who owns something:
objective,What's Bourne's objective?,something that you plan to do or achieve :
rainbow,Over the rainbow,an arch (= curved shape ) of different colours seen in the sky when rain is falling and the sun is shining :
exclusive,Exclusive.,limited to only one person or group of people :
experts,They're experts.,a person with a high level of knowledge or skill relating to a particular subject or activity :
offensive,It's offensive.,causing offence :
regulations,Regulations.,an official rule :
economy,Economy.,the system of trade and industry by which the wealth of a country is made and used:
unnecessary,Unnecessary.,"not needed or wanted , or more than is needed or wanted :"
standards,Standards.,a level of quality :
sama,Kaoru-sama...,
quid,Quid pro quo.,a pound :
integrity,Integrity.,the quality of being honest and having strong moral principles that you refuse to change :
drums,Drums.,"a musical instrument , especially one made from a skin stretched over the end of a hollow tube or bowl , played by hitting with the hand or a stick :"
bra,Bra.,a piece of women's underwear that supports the breasts
celebrity,He's a celebrity.,"someone who is famous , especially in the entertainment business"
whispering,Why are you whispering?,present participle of whisper
hack,Hack the planet!,"to cut into pieces in a rough and violent way, often without aiming exactly :"
favors,Don't do me any favors.,US spelling of favour
belle,Belle.,a beautiful and attractive woman or one who is beautifully dressed
edgar,Edgar.,"a hairstyle in which the hair is thick on the top of the head , cut with a fringe above the eyes and short at the sides and sometimes at the back:"
reunion,Reunion?,a social event for a group of people who have not seen each other for a long time :
protocol,Protocol.,the system of rules and acceptable behaviour used at official ceremonies and occasions :
pursue,"Wanting to pursue the adventure,","to follow someone or something, usually to try to catch him, her, or it:"
clyde,Clyde.,
bam,Bam!,used to suggest the sound of a sudden hit :
outstanding,Outstanding.,clearly very much better than what is usual :
ra,Ta-ra.,abbreviation for radial artery : the artery (= large blood vessel ) that goes from below the elbow to the palm of the hand
cousins,Cousins.,"a child of a person's aunt or uncle , or, more generally , a distant (= not close ) relation :"
dispatch,Dispatch.,"to send something, especially goods or a message , somewhere for a particular purpose :"
slaughter,Blood money paid to stem the slaughter he wreaked upon them with his armies.,"the killing of many people cruelly and unfairly , especially in a war :"
compound,I told you my compound would take you places.,a chemical that combines two or more elements :
wo,Ore wo torimaku kaze,
isolated,Isolated.,not near to other places :
pension,Pension?,an amount of money paid regularly by the government or a private company to a person who does not work any more because they are too old or have become ill :
angie,Angie.,
presented,Presented by Anonymous Russian Rippers straight_forwardmail.ru Edited by alienhulk2099,past simple and past participle of present
connor,Connor!,
ensure,It will ensure our survival.,to make something certain to happen :
owed,I owed you one.,past simple and past participle of owe
winston,Winston.,
pudding,Pudding.,"a sweet and usually hot dish made with pastry , flour , bread , or rice , and often fruit :"
resign,I resign.,to give up a job or position by telling your employer that you are leaving :
floyd,Floyd!,
ew,Ew!,an expression of disgust (= disapproval and dislike ) :
reaches,You are about to experience the awe and mystery which reaches from the inner mind to...,a part of a river or part of an area of land :
cue,That's my cue.,a word or action in a play or film that is used as a signal by a performer to begin saying or doing something
makin,I'm makin' it my business.,
notify,Did you notify the police?,to tell someone officially about something:
gained,"Nothing ventured, nothing gained.",past simple and past participle of gain
seize,Seize him!,to take something quickly and keep or hold it:
voyage,Bon voyage.,"a long journey , especially by ship :"
grades,Grades?,"a level of quality , size , importance , etc.:"
goa'uld,The Goa'uld.,
outrageous,This is outrageous.,shocking and morally unacceptable :
switzerland,Switzerland.,a country in central Europe
dash,Dash!,to go somewhere quickly :
cord,I cut the cord from my mother.,(a length of) rope or string made of twisted threads :
jealousy,Jealousy.,a feeling of unhappiness and anger because someone has something or someone that you want :
swiss,Swiss.,belonging to or relating to Switzerland or its people :
submarine,Submarine?,a ship that can travel underwater :
blessings,Count your blessings.,"a request by a priest for God to take care of a particular person or a group of people , or God's act of doing this:"
author,Author!,"the writer of a book , article , play , etc.:"
popped,It just popped into my head.,past simple and past participle of pop
factor,"If I'm curt with you, it's because time is a factor.",a fact or situation that influences the result of something:
prescription,Prescription.,a piece of paper or an electronic document on which a doctor writes the details of the medicine or other treatment that someone needs :
sophisticated,Sophisticated.,having a good understanding of the way people behave and/or a good knowledge of culture and fashion :
leap,Able to leap tall buildings at a single bound.,"to make a large jump or sudden movement , usually from one place to another:"
pose,Hold that pose.,"to cause something, especially a problem or difficulty :"
treason,Treason!,"(the crime of) showing no loyalty to your country , especially by helping its enemies or trying to defeat its government :"
cups,Cups.,"a small , round container , often with a handle , used for drinking tea , coffee , etc., or the drink that it contains :"
poverty,Poverty.,the condition of being extremely poor :
physician,I'm a physician.,"a medical doctor, especially one who has general skill and is not a surgeon"
cavalry,Cavalry!,"the group of soldiers in an army who fight in tanks , or ( especially in the past) on horses"
graduated,I graduated.,divided into levels or stages :
yee,Yee-haw!,
magician,You're a magician.,"a person who has magic powers in stories , or who performs tricks for entertainment :"
psychological,It's psychological.,relating to the human mind and feelings :
throws,This promotion throws into sharp relief that which I have not yet achieved.,"to send something through the air with force , especially by a sudden movement of the arm :"
elegant,Elegant.,graceful and attractive in appearance or behaviour :
ethel,Ethel!,
wired,He's wired.,connected to a computer or other device by a wire :
inspection,Inspection!,"the act of looking at something carefully , or an official visit to a building or organization to check that everything is correct and legal :"
rack,Rack 'em up.,"a frame or shelf , often formed of bars , that is used to hold things:"
curtains,Close the curtains.,a short or medium-length hairstyle in which hair is parted (= separated ) in the middle of the head and falls on each side of the face :
probe,We have thousands of probe droids searching the galaxy.,"to try to discover information that other people do not want you to know , by asking questions carefully and not directly :"
rides,And Gandalf the Grey rides to Isengard seeking my counsel.,"to sit on something such as a bicycle , motorbike , or horse and travel along on it controlling its movements :"
collapse,The stairs were ready to collapse.,to fall down suddenly because of pressure or having no strength or support :
confidential,It's confidential.,"secret or private , often in a formal , business , or military situation :"
regrets,No regrets.,"a feeling of sadness about something sad or wrong or about a mistake that you have made, and a wish that it could have been different and better :"
rebels,Rebels!,a person who is opposed to the political system in their country and tries to change it using force :
hart,Hart.,"a male deer , especially a red deer"
heights,I'm afraid of heights.,"high places , or the top of hills :"
puppet,I'm your puppet,a toy in the shape of a person or animal that you can move with strings or by putting your hand inside:
nevertheless,Nevertheless...,despite what has just been said or referred to:
boris,Boris.,
frightening,It's frightening.,making you feel fear :
contain,What does it contain?,to have something inside or include something as a part :
blamed,You blamed him for Sonny.,past simple and past participle of blame
strongest,I'm the strongest!,powerful ; having or using great force or control :
possibilities,Imagine the possibilities.,a chance that something may happen or be true :
programme,This programme contains some strong language.,a broadcast on television or radio :
applied,You took my sonar concept and applied it to every phone in the city.,"relating to a subject of study , especially a science , that has a practical use:"
feathers,Their feathers are just too bright.,"one of the many soft , light things that cover a bird's body , consisting of a long , thin , central part with material like hairs along each side :"
clearance,He received no official clearance.,the process of removing waste or things you do not want from a place :
wig,It's a wig.,a covering of artificial hair worn on the head to hide a loss of hair or to cover your own hair :
salvation,Salvation.,"(a way of) being saved from danger , loss , or harm :"
clearing,Thanks for clearing that up.,an area in a wood or forest from which trees and bushes have been removed :
fei,Fei!,
attic,In the attic.,"the space or room at the top of a building , under the roof , often used for storing things:"
seeds,Seeds?,"a small , round or oval object produced by a plant and from which, when it is planted , a new plant can grow :"
shitty,Shitty.,unfair and unkind :
lin,Lin!,
products,We are by-products of a lifestyle obsession.,"something that is made to be sold , usually something that is produced by an industrial process or, less commonly , something that is grown or obtained through farming :"
lynn,Lynn!,
jammed,It's jammed.,unable to move :
nun,A nun?,a member of a female religious group that lives in a convent :
treaty,I am not signing your treaty until I have her head on my desk.,"a written agreement between two or more countries , formally approved and signed by their leaders :"
consideration,I'll take it under consideration.,the act of thinking about something carefully :
kicks,Twenty-five percent of your take-home kicks back to me.,"shoes , especially fashionable sports shoes :"
hay,Hay!,grass that is cut and dried and used as animal food
lions,Lions and tigers and bears!,"a large , brown wild cat that lives in North and South America"
literature,Literature.,"written artistic works , especially those with a high and lasting artistic value :"
pulls,Leave as soon as the patrol car pulls out.,"to move something towards yourself, sometimes with great physical effort :"
replacement,Replacement?,the process of replacing something with something else :
pinch,Pinch me.,"to press something, especially someone's skin , strongly between two hard things such as a finger and a thumb , usually causing pain :"
settlement,Everybody knows they have a settlement on the other side.,an official agreement that finishes an argument :
kiddo,"Hey, kiddo.","used as a friendly way of speaking to a child or young person , especially one you know well:"
conquer,Divide and conquer.,"to take control or possession of foreign land , or a group of people , by force , or to defeat someone in a game or competition :"
millionaire,"This is my boss, Jonathan Hart, a self-made millionaire.","a person who has money , property , etc. that is worth at least 1,000,000 dollars , pounds , euros , etc.:"
travelling,Travelling.,the activity of making journeys ; travel :
robots,Rogue robots.,a machine controlled by a computer that is used to perform jobs automatically :
battles,Have you been in many battles?,a fight between armed forces :
carmen,Carmen!,
heart's,My heart's pounding.,something that you want very much
pigeon,Pigeon.,"a large , usually grey bird that is often seen in towns sitting on buildings in large groups , and is sometimes eaten as food"
advised,Be advised.,past simple and past participle of advise
robe,Take off your robe.,"a long , loose piece of clothing worn especially on very formal occasions :"
wonders,Will wonders never cease?,to ask yourself questions or express a wish to know about something:
february,February.,"the second month of the year , after January and before March :"
mona,Mona!,
joyce,Joyce.,
prosecution,The prosecution rests.,the act of prosecuting someone:
sadness,The year of great sadness.,"the feeling of being unhappy , especially because something bad has happened :"
sour,Sour.,"having a sharp , sometimes unpleasant , taste or smell , like a lemon , and not sweet :"
ordering,I'm ordering you.,"the activity of asking for goods or services from a company , store , or manufacturer :"
fountain,Fountain.,"a stream of water that is forced up into the air through a small hole , especially for decorative effect , or the structure in a lake or pool from which this flows"
asia,Asia.,"the continent that is to the east of Europe , the west of the Pacific Ocean, and the north of the Indian Ocean"
backed,Backed up for hours.,"used to form adjectives that describe who is providing support , especially financial support :"
presentation,This has been a color presentation of the NBC Television Network.,a talk giving information about something:
mice,Mice.,plural of mouse
execute,Execute.,to kill someone as a legal punishment :
compassion,Compassion.,a strong feeling of sympathy and sadness for the suffering or bad luck of others and a wish to help them:
physics,Physics.,the scientific study of matter and energy and the effect that they have on each other:
eighth,Eighth.,8th written as a word:
unlikely,Unlikely.,not probable or likely to happen :
sincere,My sincere apologies.,"(of a person , feelings , or behaviour ) not pretending or lying ; honest :"
iv,"Start an IV, 51.",short for intravenous : into or connected to a vein (= a tube that carries blood to the heart from the other parts of the body ) :
battalion,Battalion!,a military unit consisting of three or more companies
worms,Worms.,"a small animal with a long , narrow , soft body without arms , legs , or bones :"
elena,Elena.,
fran,Fran?,
violet,Violet.,having a bluish-purple colour
hardest,That's the hardest part.,"not easy to bend , cut , or break :"
faggot,Faggot!,an extremely offensive word for a gay man
jack's,Jack's back!,
nailed,Nailed it.,past simple and past participle of nail
restore,Restore.,to return something or someone to an earlier good condition or position :
congressman,Congressman.,"a man who belongs to a congress , especially a member of the US House of Representatives"
dragging,Dragging me to the zoo to look at tigers.,present participle of drag
bandit,Bandit!,"a thief with a weapon , especially one belonging to a group that attacks people travelling through the countryside"
righteous,Righteous.,morally correct :
dwight,Dwight.,
beautifully,You play beautifully.,in a way that is very attractive :
ju,Ju-ran!,"a belief system that includes magical objects , especially a traditional religion of some West African countries , or the magical powers that someone or something has according to these beliefs :"
trips,You'll fit it all in if you have to make two trips.,"a journey in which you go somewhere , usually for a short time , and come back again:"
issued,"So Moresby Prison issued you a gun, but you paid for it.",past simple and past participle of issue
fisher,Fisher.,"someone who catches fish , especially as a job :"
distracted,I was distracted.,nervous or confused because you are worried about something:
guaranteed,Guaranteed.,"if a product is guaranteed, the company that made it promises to repair it, change it, or return the customer’s money if a fault develops within a particular period of time :"
poisoning,Food poisoning.,"an illness caused by eating , drinking , or breathing a dangerous substance :"
lighting,He's lighting it!,"the arrangement of lights used in a room , house , theatre , etc.:"
corners,Check those corners.,"the point , area , or line that is formed by the meeting of two lines , surfaces , roads , etc.:"
fanny,Fanny.,a woman's sexual organs
stephanie,Stephanie.,
vehicles,Vehicles.,"a machine , usually with wheels and an engine , used for transporting people or goods , especially on land :"
rendezvous,See you at the rendezvous.,"an arrangement to meet someone, especially secretly , at a particular place and time , or the place itself:"
girlfriends,Girlfriends?,a woman or girl who a person is having a romantic or sexual relationship with:
banging,Banging,very good or enjoyable :
wires,No wires.,( especially in the past) a piece of paper with a message sent by telegraph
wander,Don't wander off.,to walk around slowly in a relaxed way or without any clear purpose or direction :
l'd,l'd love to.,
tops,Tops.,the leaves of a vegetable plant grown mainly for its roots :
swallowed,I swallowed it.,past simple and past participle of swallow
hamilton,Hamilton.,
nazis,Nazis?,"a member of the National Socialist ( German Workers') Party , led by Adolf Hitler, which controlled Germany from 1933 to 1945"
healing,Imagine your pain as a white ball of healing light.,"the process of becoming well again, especially after a cut or other injury , or of making someone well again :"
shaft,Shaft.,a pole or rod that forms the handle of a tool or weapon :
lined,I want them lined up just like a pretty little chorus line.,(of paper ) having lines printed across it :
o'neill,O'Neill.,
benefits,Who benefits?,"money given by the government to people who need financial help , for example because they do not have a job :"
meter,Keep the meter running.,a device that measures and records the amount of something that is used or present :
thread,Their courage hangs by a thread.,(a length of) a very thin fibre :
hyun,Hyun-seo!,
supervisor,Supervisor.,a person whose job is to supervise someone or something
designer,Costume Designer,a person who imagines how something could be made and draws plans for it:
investigator,I'm a private investigator.,"a person whose job is to examine a crime , problem , statement , etc. in order to discover the truth :"
locks,The rear differential locks up.,the hair on someone's head :
scholarship,Scholarship?,"serious , detailed study :"
ou,Ou!,
organs,Silver's penetrated his organs.,a part of the body of an animal or plant that performs a particular job :
arizona,Arizona.,"a state in the southwestern US, whose capital city is Phoenix :"
immunity,Diplomatic immunity.,a situation in which you are protected against disease or from legal action :
yankee,Yankee.,a Yank
identical,They're identical.,"exactly the same, or very similar :"
amber,Amber.,"a hard, transparent , yellowish-brown substance that was formed in ancient times from resin (= a substance produced by trees ) and is used in jewellery :"
tuna,Tuna.,a large fish that lives in warm seas :
tuck,Tuck!,"to push a loose end of a piece of clothing or material into a particular place or position , especially to make it tidy or comfortable :"
quest,Quest.,"a long search for something that is difficult to find , or an attempt to achieve something difficult :"
bodyguard,Your bodyguard?,a person or group of people whose job is to protect someone from attack :
passionate,Passionate.,having very strong feelings or emotions :
specialist,A specialist.,"someone who has a lot of experience , knowledge , or skill in a particular subject :"
pine,Pine.,an evergreen tree (= one that never loses its leaves ) that grows in cooler areas of the world :
harmony,"Long ago, the four nations lived together in harmony.",a pleasant musical sound made by different notes being played or sung at the same time :
doom,Doom!,"death , destruction , or any very bad situation that cannot be avoided :"
glue,Glue.,"a sticky substance that is used for joining things together permanently , produced from animal bones and skins or by a chemical process"
politicians,Politicians.,a member of a government or law-making organization :
napoleon,Napoleon?,a dish of thin layers of pastry with a sweet or savoury (= not sweet ) filling between each layer :
feather,Light as a feather.,"one of the many soft , light things that cover a bird's body , consisting of a long , thin , central part with material like hairs along each side :"
chapel,In the chapel.,a room that is part of a larger building and is used for Christian worship :
versus,Playing games versus playing--,used to say that one team or person is competing against another:
hereby,By the power vested in me by the state of Maine I hereby order you to serve two life sentences back-to-back one for each of your victims.,with these words or with this action :
refrigerator,In the refrigerator.,a piece of kitchen equipment that uses electricity to preserve food at a cold temperature :
